brand,description,image_urls,name,product_id,skus,url
ATM Anthony Thomas Melillo,ATM Anthony Thomas Melillo zebra-print denim skirt. Straight silhouette. Five-pocket style; back flap pockets. Hem falls below the knee. Vented front and back. Button/zip fly; belt loops. Cotton/spandex. Machine wash. Imported.,"https://images.neimanmarcus.com/ca/1/product_assets/T/Z/U/4/F/NMTZU4F_bu.jpg,https://images.neimanmarcus.com/ca/1/product_assets/T/Z/U/4/F/NMTZU4F_au.jpg,https://images.neimanmarcus.com/ca/1/product_assets/T/Z/U/4/F/NMTZU4F_mu.jpg",Zebra-Print Denim Straight Skirt,prod226050054,"{'sku189890194': {'price': '117.60', 'old_prices': [], 'currency': '$', 'availability': False, 'color': 'MULTI PATTERN', 'size': '12'}, 'sku189890195': {'price': '117.60', 'old_prices': [], 'currency': '$', 'availability': False, 'color': 'MULTI PATTERN', 'size': '12'}, 'sku189890196': {'price': '117.60', 'old_prices': [], 'currency': '$', 'availability': False, 'color': 'MULTI PATTERN', 'size': '12'}, 'sku189890197': {'price': '117.60', 'old_prices': [], 'currency': '$', 'availability': False, 'color': 'MULTI PATTERN', 'size': '12'}, 'sku189890198': {'price': '117.60', 'old_prices': [], 'currency': '$', 'availability': False, 'color': 'MULTI PATTERN', 'size': '12'}, 'sku189890199': {'price': '117.60', 'old_prices': [], 'currency': '$', 'availability': False, 'color': 'MULTI PATTERN', 'size': '12'}, 'sku189890200': {'price': '117.60', 'old_prices': [], 'currency': '$', 'availability': False, 'color': 'MULTI PATTERN', 'size': '12'}}",https://www.neimanmarcus.com/p/atm-anthony-thomas-melillo-zebra-print-denim-straight-skirt-prod226050054
Gauge 81,"Gauge 81 ""Tuscany"" skirt. Skirt falls straight from hip to hem. Mini length. Back zipper. Viscose/spandex. Cupro/spandex lining. Made in Macedonia. Model is 5'10""/177cm and wearing size S.","https://images.neimanmarcus.com/ca/1/product_assets/T/Z/R/A/9/NMTZRA9_mu.jpg,https://images.neimanmarcus.com/ca/1/product_assets/T/Z/R/A/9/NMTZRA9_bu.jpg,https://images.neimanmarcus.com/ca/1/product_assets/T/Z/R/A/9/NMTZRA9_au.jpg",Tuscany Mini Skirt,prod226120020,"{'sku189970024': {'price': '149.50', 'old_prices': [], 'currency': '$', 'availability': True, 'color': 'WHITE', 'size': 'Large'}, 'sku189970025': {'price': '149.50', 'old_prices': [], 'currency': '$', 'availability': True, 'color': 'WHITE', 'size': 'Large'}, 'sku189970026': {'price': '149.50', 'old_prices': [], 'currency': '$', 'availability': True, 'color': 'WHITE', 'size': 'Large'}, 'sku189970027': {'price': '149.50', 'old_prices': [], 'currency': '$', 'availability': True, 'color': 'WHITE', 'size': 'Large'}}",https://www.neimanmarcus.com/p/gauge-81-tuscany-mini-skirt-prod226120020
A.L.C.,"A.L.C. ""Jupiter"" gingham skirt with ruffle trim across the front. Straight silhouette. Hem hits above the knee. Cotton/spandex. Dry clean. Imported.","https://images.neimanmarcus.com/ca/1/product_assets/T/Z/S/U/R/NMTZSUR_mu.jpg,https://images.neimanmarcus.com/ca/1/product_assets/T/Z/S/U/R/NMTZSUR_bu.jpg,https://images.neimanmarcus.com/ca/1/product_assets/T/Z/S/U/R/NMTZSUR_au.jpg",Jupiter Gingham Ruffle-Front Mini Skirt,prod225971140,"{'sku189851654': {'price': '129.60', 'old_prices': [], 'currency': '$', 'availability': True, 'color': 'MULTI PATTERN', 'size': '14'}, 'sku189851655': {'price': '129.60', 'old_prices': [], 'currency': '$', 'availability': True, 'color': 'MULTI PATTERN', 'size': '14'}, 'sku189851657': {'price': '129.60', 'old_prices': [], 'currency': '$', 'availability': True, 'color': 'MULTI PATTERN', 'size': '14'}, 'sku189851659': {'price': '129.60', 'old_prices': [], 'currency': '$', 'availability': True, 'color': 'MULTI PATTERN', 'size': '14'}, 'sku189851661': {'price': '129.60', 'old_prices': [], 'currency': '$', 'availability': True, 'color': 'MULTI PATTERN', 'size': '14'}, 'sku189851663': {'price': '129.60', 'old_prices': [], 'currency': '$', 'availability': True, 'color': 'MULTI PATTERN', 'size': '14'}, 'sku189851665': {'price': '129.60', 'old_prices': [], 'currency': '$', 'availability': True, 'color': 'MULTI PATTERN', 'size': '14'}, 'sku189851667': {'price': '129.60', 'old_prices': [], 'currency': '$', 'availability': True, 'color': 'MULTI PATTERN', 'size': '14'}}",https://www.neimanmarcus.com/p/a-l-c-jupiter-gingham-ruffle-front-mini-skirt-prod225971140
A.L.C.,"A.L.C. ""Rumi"" solid tee. Approx. 23.5""L from shoulder to hem. Scoop neckline. Short, puff sleeves. Semi-fitted. Straight hem. Pullover style. Cotton. Machine wash. Made in USA.","https://images.neimanmarcus.com/ca/10/product_assets/T/Z/S/V/9/NMTZSV9_au.jpg,https://images.neimanmarcus.com/ca/10/product_assets/T/Z/S/V/9/NMTZSV9_mu.jpg",Rumi Scoop-Neck Puff-Sleeve Tee,prod225970982,"{'sku189850847': {'price': '60.75', 'old_prices': ['135.00', '81.00'], 'currency': '$', 'availability': False, 'color': 'LIGHT PINK', 'size': 'Large'}, 'sku189850850': {'price': '60.75', 'old_prices': ['135.00', '81.00'], 'currency': '$', 'availability': False, 'color': 'LIGHT PINK', 'size': 'Large'}, 'sku189850851': {'price': '60.75', 'old_prices': ['135.00', '81.00'], 'currency': '$', 'availability': False, 'color': 'LIGHT PINK', 'size': 'Large'}, 'sku189850853': {'price': '60.75', 'old_prices': ['135.00', '81.00'], 'currency': '$', 'availability': False, 'color': 'LIGHT PINK', 'size': 'Large'}, 'sku189850855': {'price': '60.75', 'old_prices': ['135.00', '81.00'], 'currency': '$', 'availability': False, 'color': 'LIGHT PINK', 'size': 'Large'}, 'sku189850857': {'price': '60.75', 'old_prices': ['135.00', '81.00'], 'currency': '$', 'availability': False, 'color': 'LIGHT PINK', 'size': 'Large'}, 'sku189850858': {'price': '60.75', 'old_prices': ['135.00', '81.00'], 'currency': '$', 'availability': False, 'color': 'LIGHT PINK', 'size': 'Large'}, 'sku189850859': {'price': '60.75', 'old_prices': ['135.00', '81.00'], 'currency': '$', 'availability': False, 'color': 'LIGHT PINK', 'size': 'Large'}}",https://www.neimanmarcus.com/p/a-l-c-rumi-scoop-neck-puff-sleeve-tee-prod225970982
Roland Mouret,"Roland Mouret ""Moka"" skirt in chevron puckered stretch twill. High rise. Pencil style. Vented hem falls below the knee. Nylon/cotton/spandex. Lining, acetate/silk. Made in United Kingdom.","https://images.neimanmarcus.com/ca/1/product_assets/B/5/9/E/Y/NMB59EY_mu.jpg,https://images.neimanmarcus.com/ca/1/product_assets/B/5/9/E/Y/NMB59EY_bu.jpg,https://images.neimanmarcus.com/ca/1/product_assets/B/5/9/E/Y/NMB59EY_au.jpg",Moka Chevron Puckered Skirt,prod225610023,"{'sku189560095': {'price': '477.00', 'old_prices': [], 'currency': '$', 'availability': False, 'color': 'WHITE', 'size': '16 UK (12 US)'}, 'sku189560098': {'price': '477.00', 'old_prices': [], 'currency': '$', 'availability': False, 'color': 'WHITE', 'size': '16 UK (12 US)'}, 'sku189560103': {'price': '477.00', 'old_prices': [], 'currency': '$', 'availability': False, 'color': 'WHITE', 'size': '16 UK (12 US)'}, 'sku189560104': {'price': '477.00', 'old_prices': [], 'currency': '$', 'availability': False, 'color': 'WHITE', 'size': '16 UK (12 US)'}, 'sku189560107': {'price': '477.00', 'old_prices': [], 'currency': '$', 'availability': False, 'color': 'WHITE', 'size': '16 UK (12 US)'}}",https://www.neimanmarcus.com/p/roland-mouret-moka-chevron-puckered-skirt-prod225610023
Herve Leger,"Herve Leger striped, shimmery knit skirt. Approx. 32""L down center back. High rise. Pencil silhouette. Thigh-high silhouette. Hem falls below the knee. Viscose/polyester/metallic fiber/nylon/spandex. Dry clean. Imported.","https://images.neimanmarcus.com/ca/1/product_assets/B/5/9/G/P/NMB59GP_au.jpg,https://images.neimanmarcus.com/ca/1/product_assets/B/5/9/G/P/NMB59GP_mu.jpg,https://images.neimanmarcus.com/ca/1/product_assets/B/5/9/G/P/NMB59GP_bu.jpg",Shimmer-Striped Slit-Hem Skirt,prod225620085,"{'sku189570283': {'price': '374.50', 'old_prices': [], 'currency': '$', 'availability': True, 'color': 'BEIGE', 'size': 'Large'}, 'sku189570285': {'price': '374.50', 'old_prices': [], 'currency': '$', 'availability': True, 'color': 'BEIGE', 'size': 'Large'}, 'sku189570328': {'price': '374.50', 'old_prices': [], 'currency': '$', 'availability': True, 'color': 'BEIGE', 'size': 'Large'}, 'sku189580081': {'price': '374.50', 'old_prices': [], 'currency': '$', 'availability': True, 'color': 'BEIGE', 'size': 'Large'}, 'sku189580102': {'price': '374.50', 'old_prices': [], 'currency': '$', 'availability': True, 'color': 'BEIGE', 'size': 'Large'}}",https://www.neimanmarcus.com/p/herve-leger-shimmer-striped-slit-hem-skirt-prod225620085
Versace,"Versace mini skirt in jersey, featuring hardware ring with silk scarf. High rise. A-line silhouette. Hem hits above the knee. Viscose/spandex. Lining, silk/acetate. Made in Italy.","https://images.neimanmarcus.com/ca/1/product_assets/B/5/9/E/U/NMB59EU_au.jpg,https://images.neimanmarcus.com/ca/1/product_assets/B/5/9/E/U/NMB59EU_mu.jpg",Mini Skirt w/ Scarf Ring,prod225610025,"{'sku189560097': {'price': '494.40', 'old_prices': [], 'currency': '$', 'availability': True, 'color': 'BLACK', 'size': '50 IT (14 US)'}, 'sku189560100': {'price': '494.40', 'old_prices': [], 'currency': '$', 'availability': True, 'color': 'BLACK', 'size': '50 IT (14 US)'}, 'sku189560102': {'price': '494.40', 'old_prices': [], 'currency': '$', 'availability': True, 'color': 'BLACK', 'size': '50 IT (14 US)'}, 'sku189560105': {'price': '494.40', 'old_prices': [], 'currency': '$', 'availability': True, 'color': 'BLACK', 'size': '50 IT (14 US)'}, 'sku189560109': {'price': '494.40', 'old_prices': [], 'currency': '$', 'availability': True, 'color': 'BLACK', 'size': '50 IT (14 US)'}, 'sku189560111': {'price': '494.40', 'old_prices': [], 'currency': '$', 'availability': True, 'color': 'BLACK', 'size': '50 IT (14 US)'}, 'sku189560113': {'price': '494.40', 'old_prices': [], 'currency': '$', 'availability': True, 'color': 'BLACK', 'size': '50 IT (14 US)'}, 'sku189560116': {'price': '494.40', 'old_prices': [], 'currency': '$', 'availability': True, 'color': 'BLACK', 'size': '50 IT (14 US)'}}",https://www.neimanmarcus.com/p/versace-mini-skirt-w-scarf-ring-prod225610025
Kobi Halperin,"Kobi Halperin ""Beatrice"" blouse with contrast dotted trim. Crew neckline; concealed button front. Long sleeves. Relaxed silhouette. Silk. Dry clean. Imported. Model is 5'10""/177cm and wearing size S.","https://images.neimanmarcus.com/ca/2/product_assets/T/0/9/H/G/NMT09HG_mu.jpg,https://neimanmarcus.scene7.com/is/image/NeimanMarcus/NMT09HG_01_a?&wid=456&height=570,https://neimanmarcus.scene7.com/is/image/NeimanMarcus/NMT09HG_11_b?&wid=456&height=570,https://neimanmarcus.scene7.com/is/image/NeimanMarcus/NMT09HG_11_a?&wid=456&height=570,https://images.neimanmarcus.com/ca/2/product_assets/T/0/9/H/G/NMT09HG_bu.jpg,https://neimanmarcus.scene7.com/is/image/NeimanMarcus/NMT09HG_01_m?&wid=456&height=570,https://neimanmarcus.scene7.com/is/image/NeimanMarcus/NMT09HG_01_b?&wid=456&height=570,https://neimanmarcus.scene7.com/is/image/NeimanMarcus/NMT09HG_11_m?&wid=456&height=570,https://images.neimanmarcus.com/ca/2/product_assets/T/0/9/H/G/NMT09HG_au.jpg",Beatrice Contrast Trim Silk Blouse,prod228000137,"{'sku191350445': {'price': '398.00', 'old_prices': [], 'currency': '$', 'availability': False, 'color': 'BLACK', 'size': 'X-Small'}, 'sku191350448': {'price': '398.00', 'old_prices': [], 'currency': '$', 'availability': False, 'color': 'BLACK', 'size': 'X-Small'}, 'sku191350486': {'price': '398.00', 'old_prices': [], 'currency': '$', 'availability': False, 'color': 'BLACK', 'size': 'X-Small'}, 'sku191350488': {'price': '398.00', 'old_prices': [], 'currency': '$', 'availability': False, 'color': 'BLACK', 'size': 'X-Small'}, 'sku191350491': {'price': '398.00', 'old_prices': [], 'currency': '$', 'availability': False, 'color': 'BLACK', 'size': 'X-Small'}, 'sku191350495': {'price': '398.00', 'old_prices': [], 'currency': '$', 'availability': False, 'color': 'BLACK', 'size': 'X-Small'}, 'sku191360481': {'price': '398.00', 'old_prices': [], 'currency': '$', 'availability': False, 'color': 'BLACK', 'size': 'X-Small'}, 'sku191360486': {'price': '398.00', 'old_prices': [], 'currency': '$', 'availability': False, 'color': 'BLACK', 'size': 'X-Small'}, 'sku191360496': {'price': '398.00', 'old_prices': [], 'currency': '$', 'availability': False, 'color': 'BLACK', 'size': 'X-Small'}, 'sku191360528': {'price': '398.00', 'old_prices': [], 'currency': '$', 'availability': False, 'color': 'BLACK', 'size': 'X-Small'}, 'sku191360531': {'price': '398.00', 'old_prices': [], 'currency': '$', 'availability': False, 'color': 'BLACK', 'size': 'X-Small'}, 'sku191360534': {'price': '398.00', 'old_prices': [], 'currency': '$', 'availability': False, 'color': 'BLACK', 'size': 'X-Small'}}",https://www.neimanmarcus.com/p/kobi-halperin-beatrice-contrast-trim-silk-blouse-prod228000137
Galvan,"Galvan ""Modern Love"" sequined skirt. Circle-cut silhouette. Thigh-high center slit. Polyester; self lining. Dry clean. Made in United Kingdom. Model is 5'10""/177cm and wearing size 36 FR (4 US).","https://images.neimanmarcus.com/ca/1/product_assets/B/5/9/7/Q/NMB597Q_bu.jpg,https://images.neimanmarcus.com/ca/1/product_assets/B/5/9/7/Q/NMB597Q_au.jpg,https://images.neimanmarcus.com/ca/1/product_assets/B/5/9/7/Q/NMB597Q_mu.jpg",Modern Love Sequined Maxi Skirt,prod225500548,"{'sku189491754': {'price': '587.00', 'old_prices': [], 'currency': '$', 'availability': True, 'color': 'GRAY', 'size': '44 FR (12 US)'}, 'sku189491759': {'price': '587.00', 'old_prices': [], 'currency': '$', 'availability': True, 'color': 'GRAY', 'size': '44 FR (12 US)'}, 'sku189491763': {'price': '587.00', 'old_prices': [], 'currency': '$', 'availability': True, 'color': 'GRAY', 'size': '44 FR (12 US)'}, 'sku189491765': {'price': '587.00', 'old_prices': [], 'currency': '$', 'availability': True, 'color': 'GRAY', 'size': '44 FR (12 US)'}, 'sku189491768': {'price': '587.00', 'old_prices': [], 'currency': '$', 'availability': True, 'color': 'GRAY', 'size': '44 FR (12 US)'}, 'sku189491771': {'price': '587.00', 'old_prices': [], 'currency': '$', 'availability': True, 'color': 'GRAY', 'size': '44 FR (12 US)'}}",https://www.neimanmarcus.com/p/galvan-modern-love-sequined-maxi-skirt-prod225500548
Malone Souliers,"Malone Souliers ""Maisie"" triple-strap raffia and leather slides. 0.3"" stacked heel. Open toe. Slide style. Leather lining and sole. Made in Italy.","https://images.neimanmarcus.com/ca/1/product_assets/X/4/Y/N/S/NMX4YNS_au.jpg,https://images.neimanmarcus.com/ca/1/product_assets/X/4/Y/N/S/NMX4YNS_cu.jpg,https://images.neimanmarcus.com/ca/1/product_assets/X/4/Y/N/S/NMX4YNS_mu.jpg",Maisie Flat Raffia Slides,prod230850072,"{'sku193640194': {'price': '272.00', 'old_prices': [], 'currency': '$', 'availability': True, 'color': 'BEIGE', 'size': '7B / 37EU'}, 'sku193640675': {'price': '272.00', 'old_prices': [], 'currency': '$', 'availability': True, 'color': 'BEIGE', 'size': '7B / 37EU'}, 'sku193640680': {'price': '272.00', 'old_prices': [], 'currency': '$', 'availability': True, 'color': 'BEIGE', 'size': '7B / 37EU'}, 'sku193640686': {'price': '272.00', 'old_prices': [], 'currency': '$', 'availability': True, 'color': 'BEIGE', 'size': '7B / 37EU'}, 'sku193650087': {'price': '272.00', 'old_prices': [], 'currency': '$', 'availability': True, 'color': 'BEIGE', 'size': '7B / 37EU'}, 'sku193650194': {'price': '272.00', 'old_prices': [], 'currency': '$', 'availability': True, 'color': 'BEIGE', 'size': '7B / 37EU'}, 'sku193650200': {'price': '272.00', 'old_prices': [], 'currency': '$', 'availability': True, 'color': 'BEIGE', 'size': '7B / 37EU'}, 'sku193650202': {'price': '272.00', 'old_prices': [], 'currency': '$', 'availability': True, 'color': 'BEIGE', 'size': '7B / 37EU'}, 'sku193650369': {'price': '272.00', 'old_prices': [], 'currency': '$', 'availability': True, 'color': 'BEIGE', 'size': '7B / 37EU'}, 'sku193650374': {'price': '272.00', 'old_prices': [], 'currency': '$', 'availability': True, 'color': 'BEIGE', 'size': '7B / 37EU'}, 'sku193650378': {'price': '272.00', 'old_prices': [], 'currency': '$', 'availability': True, 'color': 'BEIGE', 'size': '7B / 37EU'}, 'sku193650381': {'price': '272.00', 'old_prices': [], 'currency': '$', 'availability': True, 'color': 'BEIGE', 'size': '7B / 37EU'}, 'sku193650384': {'price': '272.00', 'old_prices': [], 'currency': '$', 'availability': True, 'color': 'BEIGE', 'size': '7B / 37EU'}, 'sku193650390': {'price': '272.00', 'old_prices': [], 'currency': '$', 'availability': True, 'color': 'BEIGE', 'size': '7B / 37EU'}, 'sku193650398': {'price': '272.00', 'old_prices': [], 'currency': '$', 'availability': True, 'color': 'BEIGE', 'size': '7B / 37EU'}}",https://www.neimanmarcus.com/p/malone-souliers-maisie-flat-raffia-slides-prod230850072
Flora Bella,"Flora Bella ""Obsidian"" kimono coverup in shimmery sequined knit. Approx. 57""L down center back. Open front. Half sleeves. Self-tie front straps. Relaxed, easy fit. Ankle length. Viscose, exclusive of trim. Dry clean. Imported.","https://neimanmarcus.scene7.com/is/image/NeimanMarcus/NMT12XB_0M_a?&wid=456&height=570,https://images.neimanmarcus.com/ca/2/product_assets/T/1/2/X/B/NMT12XB_au.jpg,https://neimanmarcus.scene7.com/is/image/NeimanMarcus/NMT12XB_80_a?&wid=456&height=570,https://neimanmarcus.scene7.com/is/image/NeimanMarcus/NMT12XB_0M_m?&wid=456&height=570,https://neimanmarcus.scene7.com/is/image/NeimanMarcus/NMT12XB_80_b?&wid=456&height=570,https://images.neimanmarcus.com/ca/2/product_assets/T/1/2/X/B/NMT12XB_bu.jpg,https://images.neimanmarcus.com/ca/2/product_assets/T/1/2/X/B/NMT12XB_mu.jpg,https://images.neimanmarcus.com/ca/1/product_assets/T/1/2/X/B/NMT12XB_cu.jpg,https://neimanmarcus.scene7.com/is/image/NeimanMarcus/NMT12XB_0M_b?&wid=456&height=570,https://neimanmarcus.scene7.com/is/image/NeimanMarcus/NMT12XB_80_m?&wid=456&height=570",Obsidian Sequin Shimmer Knit Tie-Front Kimono,prod233890039,"{'sku191050320': {'price': '104.80', 'old_prices': [], 'currency': '$', 'availability': True, 'color': 'EPICE', 'size': 'Medium'}, 'sku191050412': {'price': '104.80', 'old_prices': [], 'currency': '$', 'availability': True, 'color': 'EPICE', 'size': 'Medium'}, 'sku191050456': {'price': '104.80', 'old_prices': [], 'currency': '$', 'availability': True, 'color': 'EPICE', 'size': 'Medium'}, 'sku191060653': {'price': '104.80', 'old_prices': [], 'currency': '$', 'availability': True, 'color': 'EPICE', 'size': 'Medium'}, 'sku191060657': {'price': '104.80', 'old_prices': [], 'currency': '$', 'availability': True, 'color': 'EPICE', 'size': 'Medium'}, 'sku191060695': {'price': '104.80', 'old_prices': [], 'currency': '$', 'availability': True, 'color': 'EPICE', 'size': 'Medium'}, 'sku191060703': {'price': '104.80', 'old_prices': [], 'currency': '$', 'availability': True, 'color': 'EPICE', 'size': 'Medium'}, 'sku191061001': {'price': '104.80', 'old_prices': [], 'currency': '$', 'availability': True, 'color': 'EPICE', 'size': 'Medium'}, 'sku191061007': {'price': '104.80', 'old_prices': [], 'currency': '$', 'availability': True, 'color': 'EPICE', 'size': 'Medium'}, 'sku191061098': {'price': '104.80', 'old_prices': [], 'currency': '$', 'availability': True, 'color': 'EPICE', 'size': 'Medium'}}",https://www.neimanmarcus.com/p/flora-bella-obsidian-sequin-shimmer-knit-tie-front-kimono-prod233890039
Karla Colletto,"Karla Colletto ""Joana"" one-piece with woven front detail. Deep V neckline. Underwire support. Scoop back. Full seat coverage. Nylon/Xtra Life Lycra® spandex. Hand wash. Made in USA of imported material.","https://images.neimanmarcus.com/ca/1/product_assets/T/1/3/6/4/NMT1364_mu.jpg,https://images.neimanmarcus.com/ca/1/product_assets/T/1/3/6/4/NMT1364_au.jpg",Joana V-Neck One-Piece Swimsuit,prod233880213,"{'sku189662806': {'price': '197.50', 'old_prices': [], 'currency': '$', 'availability': True, 'color': 'CHERRY', 'size': '14'}, 'sku189662807': {'price': '197.50', 'old_prices': [], 'currency': '$', 'availability': True, 'color': 'CHERRY', 'size': '14'}, 'sku189662808': {'price': '197.50', 'old_prices': [], 'currency': '$', 'availability': True, 'color': 'CHERRY', 'size': '14'}, 'sku189662809': {'price': '197.50', 'old_prices': [], 'currency': '$', 'availability': True, 'color': 'CHERRY', 'size': '14'}, 'sku189662810': {'price': '197.50', 'old_prices': [], 'currency': '$', 'availability': True, 'color': 'CHERRY', 'size': '14'}, 'sku189662811': {'price': '197.50', 'old_prices': [], 'currency': '$', 'availability': True, 'color': 'CHERRY', 'size': '14'}, 'sku189662812': {'price': '197.50', 'old_prices': [], 'currency': '$', 'availability': True, 'color': 'CHERRY', 'size': '14'}, 'sku189662813': {'price': '197.50', 'old_prices': [], 'currency': '$', 'availability': True, 'color': 'CHERRY', 'size': '14'}, 'sku189662814': {'price': '197.50', 'old_prices': [], 'currency': '$', 'availability': True, 'color': 'CHERRY', 'size': '14'}, 'sku189662815': {'price': '197.50', 'old_prices': [], 'currency': '$', 'availability': True, 'color': 'CHERRY', 'size': '14'}}",https://www.neimanmarcus.com/p/karla-colletto-joana-v-neck-one-piece-swimsuit-prod233880213
Gianvito Rossi,"Gianvito Rossi sandals in oil-slick patent calf leather. 4.1"" covered stiletto heel. Strap bands open toe. Asymmetric vamp. Adjustable slingback strap. Leather lining and sole. Made in Italy.","https://images.neimanmarcus.com/ca/1/product_assets/X/5/5/W/R/NMX55WR_au.jpg,https://images.neimanmarcus.com/ca/1/product_assets/X/5/5/W/R/NMX55WR_bu.jpg,https://images.neimanmarcus.com/ca/1/product_assets/X/5/5/W/R/NMX55WR_cu.jpg,https://images.neimanmarcus.com/ca/1/product_assets/X/5/5/W/R/NMX55WR_mu.jpg",Assymmetric Oil Patent Sandals,prod233240413,"{'sku189661748': {'price': '397.00', 'old_prices': [], 'currency': '$', 'availability': True, 'color': 'NUDE', 'size': '10B / 40EU'}, 'sku189661750': {'price': '397.00', 'old_prices': [], 'currency': '$', 'availability': True, 'color': 'NUDE', 'size': '10B / 40EU'}, 'sku189661751': {'price': '397.00', 'old_prices': [], 'currency': '$', 'availability': True, 'color': 'NUDE', 'size': '10B / 40EU'}, 'sku189661752': {'price': '397.00', 'old_prices': [], 'currency': '$', 'availability': True, 'color': 'NUDE', 'size': '10B / 40EU'}, 'sku189661753': {'price': '397.00', 'old_prices': [], 'currency': '$', 'availability': True, 'color': 'NUDE', 'size': '10B / 40EU'}, 'sku189661754': {'price': '397.00', 'old_prices': [], 'currency': '$', 'availability': True, 'color': 'NUDE', 'size': '10B / 40EU'}, 'sku189661755': {'price': '397.00', 'old_prices': [], 'currency': '$', 'availability': True, 'color': 'NUDE', 'size': '10B / 40EU'}, 'sku189661758': {'price': '397.00', 'old_prices': [], 'currency': '$', 'availability': True, 'color': 'NUDE', 'size': '10B / 40EU'}, 'sku189661780': {'price': '397.00', 'old_prices': [], 'currency': '$', 'availability': True, 'color': 'NUDE', 'size': '10B / 40EU'}, 'sku189661783': {'price': '397.00', 'old_prices': [], 'currency': '$', 'availability': True, 'color': 'NUDE', 'size': '10B / 40EU'}, 'sku189661787': {'price': '397.00', 'old_prices': [], 'currency': '$', 'availability': True, 'color': 'NUDE', 'size': '10B / 40EU'}, 'sku189681093': {'price': '397.00', 'old_prices': [], 'currency': '$', 'availability': True, 'color': 'NUDE', 'size': '10B / 40EU'}, 'sku189681096': {'price': '397.00', 'old_prices': [], 'currency': '$', 'availability': True, 'color': 'NUDE', 'size': '10B / 40EU'}, 'sku189681097': {'price': '397.00', 'old_prices': [], 'currency': '$', 'availability': True, 'color': 'NUDE', 'size': '10B / 40EU'}, 'sku189681099': {'price': '397.00', 'old_prices': [], 'currency': '$', 'availability': True, 'color': 'NUDE', 'size': '10B / 40EU'}}",https://www.neimanmarcus.com/p/gianvito-rossi-assymmetric-oil-patent-sandals-prod233240413
