brand,description,image_urls,name,product_id,skus,url
Theory,"Theory gathered sleeve midi dress. Round neckline. Short sleeves. Body-conscious silhouette. Hem hits above the knee. Modal/pima cotton/spandex. Made in Peru. Model is 5'10""/177cm and wearing size S.","https://images.neimanmarcus.com/ca/1/product_assets/T/0/E/A/E/NMT0EAE_mu.jpg,https://images.neimanmarcus.com/ca/1/product_assets/T/0/E/A/E/NMT0EAE_au.jpg",Gathered Sleeve Midi Dress,prod230060114,"{'sku193020102': {'price': '112.00', 'old_prices': [], 'currency': '$', 'availability': True, 'color': 'BLACK', 'size': 'Large'}, 'sku193020108': {'price': '112.00', 'old_prices': [], 'currency': '$', 'availability': True, 'color': 'BLACK', 'size': 'Large'}, 'sku193020117': {'price': '112.00', 'old_prices': [], 'currency': '$', 'availability': True, 'color': 'BLACK', 'size': 'Large'}, 'sku193030342': {'price': '112.00', 'old_prices': [], 'currency': '$', 'availability': True, 'color': 'BLACK', 'size': 'Large'}}",https://www.neimanmarcus.com/p/theory-gathered-sleeve-midi-dress-prod230060114
Mackage,"Mackage ""Melita"" rain jacket. Hooded collar; covered placket. Long sleeves; snap cuffs. Snap/two-way zip front. Semi-fitted silhouette. Drawstring waist Side zip pockets. Below-hip length. Polyester self. Nylon/cotton lining. Nylon sleeve lining. Dry clean. Imported. Model's measurements: Height 5'10""/177cm, bust 33""/84cm, waist 25.6""/65.2cm, hips 35.8""/91cm, dress size US 2-4/FR 34-36.","https://images.neimanmarcus.com/ca/6/product_assets/T/W/R/K/R/NMTWRKR_au.jpg,https://images.neimanmarcus.com/ca/6/product_assets/T/W/R/K/R/NMTWRKR_bu.jpg,https://images.neimanmarcus.com/ca/6/product_assets/T/W/R/K/R/NMTWRKR_cu.jpg,https://images.neimanmarcus.com/ca/6/product_assets/T/W/R/K/R/NMTWRKR_mu.jpg",Melita Hooded Rain Jacket w/ Covered Placket,prod233240762,"{'sku192990450': {'price': '194.50', 'old_prices': [], 'currency': '$', 'availability': True, 'color': 'BLACK', 'size': 'X-Large'}, 'sku192990451': {'price': '194.50', 'old_prices': [], 'currency': '$', 'availability': True, 'color': 'BLACK', 'size': 'X-Large'}, 'sku192990452': {'price': '194.50', 'old_prices': [], 'currency': '$', 'availability': True, 'color': 'BLACK', 'size': 'X-Large'}, 'sku192990453': {'price': '194.50', 'old_prices': [], 'currency': '$', 'availability': True, 'color': 'BLACK', 'size': 'X-Large'}, 'sku192990454': {'price': '194.50', 'old_prices': [], 'currency': '$', 'availability': True, 'color': 'BLACK', 'size': 'X-Large'}, 'sku192990455': {'price': '194.50', 'old_prices': [], 'currency': '$', 'availability': True, 'color': 'BLACK', 'size': 'X-Large'}}",https://www.neimanmarcus.com/p/mackage-melita-hooded-rain-jacket-w-covered-placket-prod233240762
Bronx and Banco,"Bronx and Banco ""Layla"" cocktail dress in floral print with shirring throughout. One-shoulder neckline. Long sleeve at right; sleeveless left. Self-tie waist sash with fringe tassels. Body-conscious silhouette. Hem hits above the knee. Shell: polyester/silk. Shell 2/lining: polyester. Dry clean. Imported. Model is 5'10""/177cm and wearing size S.","https://images.neimanmarcus.com/ca/1/product_assets/T/0/M/D/B/NMT0MDB_mu.jpg,https://images.neimanmarcus.com/ca/1/product_assets/T/0/M/D/B/NMT0MDB_au.jpg",Layla Floral Print One-Shoulder Ruched Mini Dress,prod229870202,"{'sku192890827': {'price': '229.50', 'old_prices': [], 'currency': '$', 'availability': True, 'color': 'MULTI PATTERN', 'size': 'X-Small'}, 'sku192890829': {'price': '229.50', 'old_prices': [], 'currency': '$', 'availability': True, 'color': 'MULTI PATTERN', 'size': 'X-Small'}, 'sku192890830': {'price': '229.50', 'old_prices': [], 'currency': '$', 'availability': True, 'color': 'MULTI PATTERN', 'size': 'X-Small'}, 'sku192890831': {'price': '229.50', 'old_prices': [], 'currency': '$', 'availability': True, 'color': 'MULTI PATTERN', 'size': 'X-Small'}, 'sku192890969': {'price': '229.50', 'old_prices': [], 'currency': '$', 'availability': True, 'color': 'MULTI PATTERN', 'size': 'X-Small'}}",https://www.neimanmarcus.com/p/bronx-and-banco-layla-floral-print-one-shoulder-ruched-mini-dress-prod229870202
Three Floor,"Three Floor ""Florence"" jacquard dress in gingham pattern. Approx. 37.5""L from shoulder to hem. Halter neckline. Sleeveless. Keyhole front. A-line silhouette. Hem falls below the knee. Asymmetric ruffle hem. Polyester/cotton. Dry clean. Imported. Model is 5'10""/177cm and wearing size 2 US.","https://images.neimanmarcus.com/ca/2/product_assets/T/0/N/0/2/NMT0N02_mu.jpg,https://images.neimanmarcus.com/ca/2/product_assets/T/0/N/0/2/NMT0N02_au.jpg",Florence Gingham Asymmetric Halter Dress,prod229980108,"{'sku192980468': {'price': '194.50', 'old_prices': [], 'currency': '$', 'availability': True, 'color': 'BLACK/WHITE', 'size': '12'}, 'sku192980470': {'price': '194.50', 'old_prices': [], 'currency': '$', 'availability': True, 'color': 'BLACK/WHITE', 'size': '12'}, 'sku192980472': {'price': '194.50', 'old_prices': [], 'currency': '$', 'availability': True, 'color': 'BLACK/WHITE', 'size': '12'}, 'sku192980473': {'price': '194.50', 'old_prices': [], 'currency': '$', 'availability': True, 'color': 'BLACK/WHITE', 'size': '12'}, 'sku192980475': {'price': '194.50', 'old_prices': [], 'currency': '$', 'availability': True, 'color': 'BLACK/WHITE', 'size': '12'}, 'sku192980477': {'price': '194.50', 'old_prices': [], 'currency': '$', 'availability': True, 'color': 'BLACK/WHITE', 'size': '12'}, 'sku192980478': {'price': '194.50', 'old_prices': [], 'currency': '$', 'availability': True, 'color': 'BLACK/WHITE', 'size': '12'}}",https://www.neimanmarcus.com/p/three-floor-florence-gingham-asymmetric-halter-dress-prod229980108
Etro,"Etro dress in silk tulle with metallic embroidery. Crew neckline. Long sleeves. Deep scooped back. Structured shoulders. Fit-and-flare silhouette. Handkerchief hem. Back zip. Silk; self lining. Made in Italy. Model is 5'10""/177cm and wearing size 2 US.","https://images.neimanmarcus.com/ca/1/product_assets/B/5/J/T/P/NMB5JTP_au.jpg,https://images.neimanmarcus.com/ca/1/product_assets/B/5/J/T/P/NMB5JTP_mu.jpg",Silk Low-Back Handkerchief Dress,prod229850221,"{'sku192870874': {'price': '1384.50', 'old_prices': [], 'currency': '$', 'availability': False, 'color': 'GOLD', 'size': '48 IT (14 US)'}, 'sku192870876': {'price': '1384.50', 'old_prices': [], 'currency': '$', 'availability': False, 'color': 'GOLD', 'size': '48 IT (14 US)'}, 'sku192870880': {'price': '1384.50', 'old_prices': [], 'currency': '$', 'availability': False, 'color': 'GOLD', 'size': '48 IT (14 US)'}, 'sku192870884': {'price': '1384.50', 'old_prices': [], 'currency': '$', 'availability': False, 'color': 'GOLD', 'size': '48 IT (14 US)'}, 'sku192870889': {'price': '1384.50', 'old_prices': [], 'currency': '$', 'availability': False, 'color': 'GOLD', 'size': '48 IT (14 US)'}, 'sku192870892': {'price': '1384.50', 'old_prices': [], 'currency': '$', 'availability': False, 'color': 'GOLD', 'size': '48 IT (14 US)'}}",https://www.neimanmarcus.com/p/etro-silk-low-back-handkerchief-dress-prod229850221
Natori,"Natori cotton poplin top with embroidered sleeves. Approx. 32.5""L from shoulder to hem. Spread collar; button front. Three-quarter sleeves; button cuffs. Relaxed silhouette. Hem sits below hips. Cotton/spandex. Machine wash. Imported. Model is 5'10""/177cm and wearing size S.","https://images.neimanmarcus.com/ca/1/product_assets/T/0/M/3/L/NMT0M3L_mu.jpg,https://images.neimanmarcus.com/ca/1/product_assets/T/0/M/3/L/NMT0M3L_au.jpg",Embroidered Sleeve Cotton Poplin Top,prod229850566,"{'sku192872861': {'price': '173.50', 'old_prices': [], 'currency': '$', 'availability': True, 'color': 'FUCHSIA', 'size': 'X-Large'}, 'sku192872862': {'price': '173.50', 'old_prices': [], 'currency': '$', 'availability': True, 'color': 'FUCHSIA', 'size': 'X-Large'}, 'sku192872863': {'price': '173.50', 'old_prices': [], 'currency': '$', 'availability': True, 'color': 'FUCHSIA', 'size': 'X-Large'}, 'sku192872864': {'price': '173.50', 'old_prices': [], 'currency': '$', 'availability': True, 'color': 'FUCHSIA', 'size': 'X-Large'}, 'sku192872865': {'price': '173.50', 'old_prices': [], 'currency': '$', 'availability': True, 'color': 'FUCHSIA', 'size': 'X-Large'}}",https://www.neimanmarcus.com/p/natori-embroidered-sleeve-cotton-poplin-top-prod229850566
Etro,Etro suede belt. Detailed circular buckle. Made in Italy.,"https://images.neimanmarcus.com/ca/1/product_assets/D/3/N/E/W/NMD3NEW_au.jpg,https://images.neimanmarcus.com/ca/1/product_assets/D/3/N/E/W/NMD3NEW_mu.jpg",Wide Suede Belt,prod229850291,"{'sku192871150': {'price': '169.50', 'old_prices': [], 'currency': '$', 'availability': False, 'color': 'BEIGE', 'size': '36in / 90cm'}, 'sku192871152': {'price': '169.50', 'old_prices': [], 'currency': '$', 'availability': False, 'color': 'BEIGE', 'size': '36in / 90cm'}, 'sku192871153': {'price': '169.50', 'old_prices': [], 'currency': '$', 'availability': False, 'color': 'BEIGE', 'size': '36in / 90cm'}, 'sku192871154': {'price': '169.50', 'old_prices': [], 'currency': '$', 'availability': False, 'color': 'BEIGE', 'size': '36in / 90cm'}}",https://www.neimanmarcus.com/p/etro-wide-suede-belt-prod229850291
Dress The Population,"Dress The Population ""Thalia"" cocktail dress in lace overlay with draped shoulder detail. Approx. 39""L down center back. One-shoulder neckline. Sleeveless. Body-conscious silhouette. Hem falls below the knee. Skirt vented at back. Hidden side zipper. Polyester, self and lining. Hand wash. Imported. Model is 5'10""/177cm and wearing size S.","https://images.neimanmarcus.com/ca/1/product_assets/T/0/K/Q/0/NMT0KQ0_mu.jpg,https://images.neimanmarcus.com/ca/1/product_assets/T/0/K/Q/0/NMT0KQ0_au.jpg",Thalia One-Shoulder Lace Overlay Sheath Dress,prod229530971,"{'sku192590439': {'price': '133.50', 'old_prices': [], 'currency': '$', 'availability': True, 'color': 'WHITE', 'size': 'Medium'}, 'sku192590481': {'price': '133.50', 'old_prices': [], 'currency': '$', 'availability': True, 'color': 'WHITE', 'size': 'Medium'}, 'sku192590625': {'price': '133.50', 'old_prices': [], 'currency': '$', 'availability': True, 'color': 'WHITE', 'size': 'Medium'}, 'sku192590698': {'price': '133.50', 'old_prices': [], 'currency': '$', 'availability': True, 'color': 'WHITE', 'size': 'Medium'}, 'sku192590705': {'price': '133.50', 'old_prices': [], 'currency': '$', 'availability': True, 'color': 'WHITE', 'size': 'Medium'}, 'sku192600474': {'price': '133.50', 'old_prices': [], 'currency': '$', 'availability': True, 'color': 'WHITE', 'size': 'Medium'}, 'sku192600577': {'price': '133.50', 'old_prices': [], 'currency': '$', 'availability': True, 'color': 'WHITE', 'size': 'Medium'}}",https://www.neimanmarcus.com/p/dress-the-population-thalia-one-shoulder-lace-overlay-sheath-dress-prod229530971
Versace,Versace ankle boot in leopard-print dyed calf hair (Italy). Block heel; square toe. Buckle strap wraps around ankle. Pull-on style; tabbed backstay. Leather lining and outsole. Made in Italy.,"https://images.neimanmarcus.com/ca/1/product_assets/N/6/Y/W/3/NMN6YW3_bu.jpg,https://images.neimanmarcus.com/ca/1/product_assets/N/6/Y/W/3/NMN6YW3_cu.jpg,https://images.neimanmarcus.com/ca/1/product_assets/N/6/Y/W/3/NMN6YW3_au.jpg,https://images.neimanmarcus.com/ca/1/product_assets/N/6/Y/W/3/NMN6YW3_mu.jpg",Men's Leopard Calf Hair Ankle Boots,prod229280313,"{'sku192401396': {'price': '884.40', 'old_prices': [], 'currency': '$', 'availability': True, 'color': 'LEOPARD', 'size': '45 EU (12D US)'}, 'sku192401399': {'price': '884.40', 'old_prices': [], 'currency': '$', 'availability': True, 'color': 'LEOPARD', 'size': '45 EU (12D US)'}, 'sku192401402': {'price': '884.40', 'old_prices': [], 'currency': '$', 'availability': True, 'color': 'LEOPARD', 'size': '45 EU (12D US)'}, 'sku192401406': {'price': '884.40', 'old_prices': [], 'currency': '$', 'availability': True, 'color': 'LEOPARD', 'size': '45 EU (12D US)'}}",https://www.neimanmarcus.com/p/versace-mens-leopard-calf-hair-ankle-boots-prod229280313
Johnny Was,"Johnny Was ""Bracciana"" printed blouse with embroidery. Crew neckline; half button placket. Long sleeves. Relaxed silhouette. Pullover style. Silk. Dry clean. Imported. Model is 5'10""/177cm and wearing size S. Please note: This merchandise may have a distressed effect. It is a unique feature that enhances the product and is not considered a defect.","https://images.neimanmarcus.com/ca/1/product_assets/T/0/H/Y/Q/NMT0HYQ_mu.jpg,https://images.neimanmarcus.com/ca/1/product_assets/T/0/H/Y/Q/NMT0HYQ_au.jpg",Bracciana Embroidered Silk Blouse,prod229280140,"{'sku192400485': {'price': '154.50', 'old_prices': [], 'currency': '$', 'availability': False, 'color': 'WHITE PATTERN', 'size': 'XX-Large'}, 'sku192400488': {'price': '154.50', 'old_prices': [], 'currency': '$', 'availability': False, 'color': 'WHITE PATTERN', 'size': 'XX-Large'}, 'sku192400490': {'price': '154.50', 'old_prices': [], 'currency': '$', 'availability': False, 'color': 'WHITE PATTERN', 'size': 'XX-Large'}, 'sku192400492': {'price': '154.50', 'old_prices': [], 'currency': '$', 'availability': False, 'color': 'WHITE PATTERN', 'size': 'XX-Large'}, 'sku192400493': {'price': '154.50', 'old_prices': [], 'currency': '$', 'availability': False, 'color': 'WHITE PATTERN', 'size': 'XX-Large'}, 'sku192400495': {'price': '154.50', 'old_prices': [], 'currency': '$', 'availability': False, 'color': 'WHITE PATTERN', 'size': 'XX-Large'}}",https://www.neimanmarcus.com/p/johnny-was-bracciana-embroidered-silk-blouse-prod229280140
Misha,"Misha ""Sharlene"" jumpsuit in bonded crepe. Approx. 137""L down center back. Halter neckline. Sleeveless. Open back. Adjustable waist belt. Side slip pockets. Boot-cut legs. Polyester/spandex. Unlined. Dry clean. Imported. Model is 5'10""/177cm and wearing size 2 US.","https://images.neimanmarcus.com/ca/1/product_assets/T/0/L/E/C/NMT0LEC_mu.jpg,https://images.neimanmarcus.com/ca/1/product_assets/T/0/L/E/C/NMT0LEC_au.jpg",Sharlene Bonded Crepe Halter Jumpsuit,prod229720083,"{'sku192760462': {'price': '162.00', 'old_prices': [], 'currency': '$', 'availability': False, 'color': 'BLACK', 'size': '10'}, 'sku192760463': {'price': '162.00', 'old_prices': [], 'currency': '$', 'availability': False, 'color': 'BLACK', 'size': '10'}, 'sku192760466': {'price': '162.00', 'old_prices': [], 'currency': '$', 'availability': False, 'color': 'BLACK', 'size': '10'}, 'sku192760468': {'price': '162.00', 'old_prices': [], 'currency': '$', 'availability': False, 'color': 'BLACK', 'size': '10'}, 'sku192760470': {'price': '162.00', 'old_prices': [], 'currency': '$', 'availability': False, 'color': 'BLACK', 'size': '10'}, 'sku192760472': {'price': '162.00', 'old_prices': [], 'currency': '$', 'availability': False, 'color': 'BLACK', 'size': '10'}}",https://www.neimanmarcus.com/p/misha-sharlene-bonded-crepe-halter-jumpsuit-prod229720083
Johnny Was,"Johnny Was ""Cassie"" reversible kimono in printed silk. Shawl collar; open front. Three quarter sleeves. Relaxed silhouette. Hem hits below hips. Silk. Machine wash. Imported.","https://images.neimanmarcus.com/ca/2/product_assets/T/0/H/X/S/NMT0HXS_mu.jpg,https://images.neimanmarcus.com/ca/2/product_assets/T/0/H/X/S/NMT0HXS_cu.jpg,https://images.neimanmarcus.com/ca/2/product_assets/T/0/H/X/S/NMT0HXS_bu.jpg,https://images.neimanmarcus.com/ca/2/product_assets/T/0/H/X/S/NMT0HXS_au.jpg,https://images.neimanmarcus.com/ca/1/product_assets/T/0/H/X/S/NMT0HXS_eu.jpg",Plus Size Cassie Printed Silk Reversible Kimono,prod229280384,"{'sku192401804': {'price': '232.00', 'old_prices': [], 'currency': '$', 'availability': False, 'color': 'MULTI', 'size': '3X'}, 'sku192401805': {'price': '232.00', 'old_prices': [], 'currency': '$', 'availability': False, 'color': 'MULTI', 'size': '3X'}, 'sku192401806': {'price': '232.00', 'old_prices': [], 'currency': '$', 'availability': False, 'color': 'MULTI', 'size': '3X'}}",https://www.neimanmarcus.com/p/johnny-was-plus-size-cassie-printed-silk-reversible-kimono-prod229280384
MOTHER,"MOTHER ""The Neat"" stretch-denim jeans. Five-pocket style; signature ""M"" stitching on the back. Regular rise. Slim, straight leg. Cotton/spandex. Made in USA.","https://images.neimanmarcus.com/ca/2/product_assets/N/6/Z/W/5/NMN6ZW5_mu.jpg,https://images.neimanmarcus.com/ca/2/product_assets/N/6/Z/W/5/NMN6ZW5_bu.jpg,https://images.neimanmarcus.com/ca/1/product_assets/N/6/Z/W/5/NMN6ZW5_eu.jpg,https://images.neimanmarcus.com/ca/2/product_assets/N/6/Z/W/5/NMN6ZW5_au.jpg",Men's The Neat Slim-Straight Jeans,prod229540800,"{'sku192590969': {'price': '113.50', 'old_prices': [], 'currency': '$', 'availability': True, 'color': 'COLD SHOULDER', 'size': '36'}, 'sku192590970': {'price': '113.50', 'old_prices': [], 'currency': '$', 'availability': True, 'color': 'COLD SHOULDER', 'size': '36'}, 'sku192590974': {'price': '113.50', 'old_prices': [], 'currency': '$', 'availability': True, 'color': 'COLD SHOULDER', 'size': '36'}, 'sku192590976': {'price': '113.50', 'old_prices': [], 'currency': '$', 'availability': True, 'color': 'COLD SHOULDER', 'size': '36'}, 'sku192590980': {'price': '113.50', 'old_prices': [], 'currency': '$', 'availability': True, 'color': 'COLD SHOULDER', 'size': '36'}, 'sku192590981': {'price': '113.50', 'old_prices': [], 'currency': '$', 'availability': True, 'color': 'COLD SHOULDER', 'size': '36'}, 'sku192600548': {'price': '113.50', 'old_prices': [], 'currency': '$', 'availability': True, 'color': 'COLD SHOULDER', 'size': '36'}}",https://www.neimanmarcus.com/p/mother-mens-the-neat-slim-straight-jeans-prod229540800
Jovani,"Jovani scuba gown with structured ruffle accent at right shoulder. One-shoulder neckline. Sleeveless. Mermaid silhouette. Floor-length hem. Back zipper. Polyester, self/lining. Dry clean. Imported. Model is 5'10""/177cm and wearing size 2 US.","https://images.neimanmarcus.com/ca/1/product_assets/T/0/K/Q/B/NMT0KQB_au.jpg,https://images.neimanmarcus.com/ca/1/product_assets/T/0/K/Q/B/NMT0KQB_mu.jpg",One-Shoulder Mermaid Scuba Gown,prod229530966,"{'sku192600750': {'price': '279.50', 'old_prices': [], 'currency': '$', 'availability': True, 'color': 'FUCHSIA', 'size': '14'}, 'sku192600847': {'price': '279.50', 'old_prices': [], 'currency': '$', 'availability': True, 'color': 'FUCHSIA', 'size': '14'}, 'sku192600848': {'price': '279.50', 'old_prices': [], 'currency': '$', 'availability': True, 'color': 'FUCHSIA', 'size': '14'}, 'sku192600849': {'price': '279.50', 'old_prices': [], 'currency': '$', 'availability': True, 'color': 'FUCHSIA', 'size': '14'}, 'sku192600850': {'price': '279.50', 'old_prices': [], 'currency': '$', 'availability': True, 'color': 'FUCHSIA', 'size': '14'}, 'sku192600851': {'price': '279.50', 'old_prices': [], 'currency': '$', 'availability': True, 'color': 'FUCHSIA', 'size': '14'}, 'sku192600852': {'price': '279.50', 'old_prices': [], 'currency': '$', 'availability': True, 'color': 'FUCHSIA', 'size': '14'}, 'sku192600853': {'price': '279.50', 'old_prices': [], 'currency': '$', 'availability': True, 'color': 'FUCHSIA', 'size': '14'}}",https://www.neimanmarcus.com/p/jovani-one-shoulder-mermaid-scuba-gown-prod229530966
Johnny Was,"Johnny Was ""Avalon"" printed dress with slip included. Scoop neckline. Sleeveless. Shift silhouette. High-low hem. Pullover style. Silk. Machine wash. Imported. Model is 5'10""/177cm and wearing size S. Please note: This merchandise may have a distressed effect. It is a unique feature that enhances the product and is not considered a defect.","https://images.neimanmarcus.com/ca/1/product_assets/T/0/H/Y/T/NMT0HYT_au.jpg,https://images.neimanmarcus.com/ca/1/product_assets/T/0/H/Y/T/NMT0HYT_mu.jpg",Avalon Printed Sleeveless Dress w/ Slip,prod229280076,"{'sku192400206': {'price': '188.50', 'old_prices': [], 'currency': '$', 'availability': False, 'color': 'MULTI', 'size': 'XX-Large'}, 'sku192400207': {'price': '188.50', 'old_prices': [], 'currency': '$', 'availability': False, 'color': 'MULTI', 'size': 'XX-Large'}, 'sku192400208': {'price': '188.50', 'old_prices': [], 'currency': '$', 'availability': False, 'color': 'MULTI', 'size': 'XX-Large'}, 'sku192400209': {'price': '188.50', 'old_prices': [], 'currency': '$', 'availability': False, 'color': 'MULTI', 'size': 'XX-Large'}, 'sku192400210': {'price': '188.50', 'old_prices': [], 'currency': '$', 'availability': False, 'color': 'MULTI', 'size': 'XX-Large'}, 'sku192400211': {'price': '188.50', 'old_prices': [], 'currency': '$', 'availability': False, 'color': 'MULTI', 'size': 'XX-Large'}}",https://www.neimanmarcus.com/p/johnny-was-avalon-printed-sleeveless-dress-w-slip-prod229280076
Akris,"Akris skirt in windowpane plaid chiffon with pleated details. High rise. Pleated A-line silhouette. Calf length. Bak zip. Polyester/cotton/viscose. Imported. Model is 5'10""/177cm and wearing size 2 US.","https://images.neimanmarcus.com/ca/1/product_assets/B/5/E/R/B/NMB5ERB_au.jpg,https://images.neimanmarcus.com/ca/1/product_assets/B/5/E/R/B/NMB5ERB_mu.jpg",High-Rise Windowpane Midi Skirt,prod229040041,"{'sku192170058': {'price': '515.60', 'old_prices': [], 'currency': '$', 'availability': False, 'color': 'WHITE/BLACK', 'size': '14'}, 'sku192170059': {'price': '515.60', 'old_prices': [], 'currency': '$', 'availability': False, 'color': 'WHITE/BLACK', 'size': '14'}, 'sku192170060': {'price': '515.60', 'old_prices': [], 'currency': '$', 'availability': False, 'color': 'WHITE/BLACK', 'size': '14'}, 'sku192170061': {'price': '515.60', 'old_prices': [], 'currency': '$', 'availability': False, 'color': 'WHITE/BLACK', 'size': '14'}, 'sku192170062': {'price': '515.60', 'old_prices': [], 'currency': '$', 'availability': False, 'color': 'WHITE/BLACK', 'size': '14'}, 'sku192170063': {'price': '515.60', 'old_prices': [], 'currency': '$', 'availability': False, 'color': 'WHITE/BLACK', 'size': '14'}, 'sku192170064': {'price': '515.60', 'old_prices': [], 'currency': '$', 'availability': False, 'color': 'WHITE/BLACK', 'size': '14'}}",https://www.neimanmarcus.com/p/akris-high-rise-windowpane-midi-skirt-prod229040041
Akris,"Akris sweater in stretch crepe. Crew neckline. Half sleeves with slit detail. Straight hem. Fitted. Pullover style. Viscose/nylon/spandex. Imported. Model is 5'10""/177cm and wearing size 2 US.","https://images.neimanmarcus.com/ca/1/product_assets/B/5/D/1/N/NMB5D1N_bu.jpg,https://images.neimanmarcus.com/ca/1/product_assets/B/5/D/1/N/NMB5D1N_au.jpg,https://images.neimanmarcus.com/ca/1/product_assets/B/5/D/1/N/NMB5D1N_mu.jpg",1/2-Sleeve Fitted Sweater,prod229030494,"{'sku192161938': {'price': '995.00', 'old_prices': [], 'currency': '$', 'availability': False, 'color': 'SILVER', 'size': '14'}, 'sku192161942': {'price': '995.00', 'old_prices': [], 'currency': '$', 'availability': False, 'color': 'SILVER', 'size': '14'}, 'sku192161964': {'price': '995.00', 'old_prices': [], 'currency': '$', 'availability': False, 'color': 'SILVER', 'size': '14'}, 'sku192162009': {'price': '995.00', 'old_prices': [], 'currency': '$', 'availability': False, 'color': 'SILVER', 'size': '14'}, 'sku192162014': {'price': '995.00', 'old_prices': [], 'currency': '$', 'availability': False, 'color': 'SILVER', 'size': '14'}, 'sku192162060': {'price': '995.00', 'old_prices': [], 'currency': '$', 'availability': False, 'color': 'SILVER', 'size': '14'}, 'sku192162098': {'price': '995.00', 'old_prices': [], 'currency': '$', 'availability': False, 'color': 'SILVER', 'size': '14'}, 'sku192162100': {'price': '995.00', 'old_prices': [], 'currency': '$', 'availability': False, 'color': 'SILVER', 'size': '14'}, 'sku192162102': {'price': '995.00', 'old_prices': [], 'currency': '$', 'availability': False, 'color': 'SILVER', 'size': '14'}, 'sku192162105': {'price': '995.00', 'old_prices': [], 'currency': '$', 'availability': False, 'color': 'SILVER', 'size': '14'}, 'sku192162115': {'price': '995.00', 'old_prices': [], 'currency': '$', 'availability': False, 'color': 'SILVER', 'size': '14'}, 'sku192162125': {'price': '995.00', 'old_prices': [], 'currency': '$', 'availability': False, 'color': 'SILVER', 'size': '14'}, 'sku192162126': {'price': '995.00', 'old_prices': [], 'currency': '$', 'availability': False, 'color': 'SILVER', 'size': '14'}, 'sku192162167': {'price': '995.00', 'old_prices': [], 'currency': '$', 'availability': False, 'color': 'SILVER', 'size': '14'}, 'sku192162171': {'price': '995.00', 'old_prices': [], 'currency': '$', 'availability': False, 'color': 'SILVER', 'size': '14'}, 'sku192162173': {'price': '995.00', 'old_prices': [], 'currency': '$', 'availability': False, 'color': 'SILVER', 'size': '14'}, 'sku192162176': {'price': '995.00', 'old_prices': [], 'currency': '$', 'availability': False, 'color': 'SILVER', 'size': '14'}, 'sku192170937': {'price': '995.00', 'old_prices': [], 'currency': '$', 'availability': False, 'color': 'SILVER', 'size': '14'}, 'sku192170969': {'price': '995.00', 'old_prices': [], 'currency': '$', 'availability': False, 'color': 'SILVER', 'size': '14'}, 'sku192170972': {'price': '995.00', 'old_prices': [], 'currency': '$', 'availability': False, 'color': 'SILVER', 'size': '14'}, 'sku192170975': {'price': '995.00', 'old_prices': [], 'currency': '$', 'availability': False, 'color': 'SILVER', 'size': '14'}, 'sku192170989': {'price': '995.00', 'old_prices': [], 'currency': '$', 'availability': False, 'color': 'SILVER', 'size': '14'}}",https://www.neimanmarcus.com/p/akris-1-2-sleeve-fitted-sweater-prod229030494
